"","city","type","full_name","specialization","number_teachers","number_places","number_free_places","address","phone","site","email","lon","lat","coord"
"23","Одеса","ЗНЗ","Одеський навчально-виховний комплекс «Надія» загальноосвітня школа І-ІІІ ступенів","спеціалізований заклад","69",707,"0","65122, вул. Архітекторська, 20/2","749-36-44","http://www.krvo.od.ua/school/nadija/",NA,30.716905,46.385181,"46.385181:30.716905"
"24","Одеса","ЗНЗ","Одеська вечірня загальноосвітня школа № 24 ІІ-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","9",180,"56","65043, вул. Комарова, 8","050-521-57-65",NA,"odessateacher@gmail.com",30.3989485,50.3627561,"50.3627561:30.3989485"
"25","Одеса","ЗНЗ","Одеська загальноосвітня школа № 1 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","60",1171,"76","65005 пл. Михайлівська, 10","721-42-08","http://mrvo.od.ua/school/s1/",NA,30.7506884,46.4821178,"46.4821178:30.7506884"
"26","Одеса","ЗНЗ","Одеська вечірня (змінна) загальноосвітня школа № 3 ІІ-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","17",289,NA,"65028 вул.Б.Хмельницького,92","732-27-46","http://mrvo.od.ua/school/s3/",NA,24.8778847,48.8696965,"48.8696965:24.8778847"
"27","Одеса","ЗНЗ","Одеський навчально-виховний комплекс № 4 «Загальноосвітня школа І –ІІІ ступенів – гімназія» Одеської міської ради Одеської області","спеціалізований заклад","43",782,"19","65010 Адміральський пр-т, 32","36-41-52",NA,"scolan@mail.ru",30.731929,46.437736,"46.437736:30.731929"
"28","Одеса","ЗНЗ","Одеська гімназія № 4 Одеської міської ради Одеської області","спеціалізований заклад","46",555,"52","65028, вул. Болгарська, 88","731-82-58",NA,"odgimnasia4@gmail.com",30.716256,46.461515,"46.461515:30.716256"
"29","Одеса","ЗНЗ","Одеська гімназія № 5 Одеської міської ради Одеської області","спеціалізований заклад","57",806,"23","65059 вул. Малиновського, 29","64-12-31",NA,"gymnasium52005@yandex.ru",34.363281,47.574981,"47.574981:34.363281"
"30","Одеса","ЗНЗ","Одеська гімназія № 8 Одеської міської ради Одеської області","спеціалізований заклад","56",736,"14","65076, вул. Іцхака Рабіна, 8","762-39-62",NA,"otrada2007@rambler.ru",30.700382,46.440057,"46.440057:30.700382"
"31","Одеса","ЗНЗ","Одеська загальноосвітня школа № 8 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","65",1266,"74","65017, вул. Бреуса, 59","67-88-04",NA,"schoolnum8@gmail.com",-92.4801989,38.0582333,"38.0582333:-92.4801989"
"32","Одеса","ЗНЗ","Одеська загальноосвітня школа № 18 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","36",530,"72","65005, вул. Прохоровська, 46","721-67-06",NA,"odessa.shkola18@yandex.ru",NA,NA,"NA:NA"
"33","Одеса","ЗНЗ","Одеська загальноосвітня школа № 19 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","30",416,"78","65005 вул.Кустанайська, 3","721-20-31",NA,"GSchool19@list.ru",NA,NA,"NA:NA"
"34","Одеса","ЗНЗ","Одеська загальноосвітня школа № 20 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","42",721,"29","65074 вул.Терешкової, 48","762-10-92",NA,"vlasova@icn.od.ua",32.242717,48.51788,"48.51788:32.242717"
"35","Одеса","ЗНЗ","Одеська загальноосвітня школа № 25 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","50",680,"16","65080, вул. Академіка Філатова, 23-Б","766-30-06",NA,"director25@bk.ru",30.716462,46.434579,"46.434579:30.716462"
"36","Одеса","ЗНЗ","Одеська загальноосвітня школа № 31 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","44",816,"34","65036, вул. Гастелло, 90-А","761-61-75",NA,"ozosh@icn.od.ua",33.4049285,46.7567983,"46.7567983:33.4049285"
"37","Одеса","ЗНЗ","Одеська спеціалізована школа № 32 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","34",413,"32","65070, вул. Космонавтів, 60","765-48-28",NA,"sckola32d@gmail.com",32.040426,46.938413,"46.938413:32.040426"
"38","Одеса","ЗНЗ","Одеська загальноосвітня школа № 45 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","44",755,"56","65085, вул. Літакова, 5","727-96-92",NA,"Odessa.school45@yandex.ru",35.1982544,47.789039,"47.789039:35.1982544"
"39","Одеса","ЗНЗ","Одеська загальноосвітня школа № 46 І –ІІІ ступенів з професійним навчанням Одеської міської ради Одеської області","загальноосвітній заклад","29",495,"67","65070, вул. Космонавтів, 70","766-45-62",NA,"shkola-46@te.net.ua",32.051581,46.94161,"46.94161:32.051581"
"40","Одеса","ЗНЗ","Одеський навчально-виховний комплекс №53 «Загальноосвітня школа І-ІІІ ступенів - ліцей» Одеської міської ради Одеської області","спеціалізований заклад","50",868,"32","65072, вул. Генерала Петрова, 34","762-62-53",NA,"licey_53@mail.ru",30.70309,46.434329,"46.434329:30.70309"
"41","Одеса","ЗНЗ","Одеська спеціалізована школа № 53 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","27",340,"16","65078, вул. Валентини Терешкової, 35-Б","761-35-65",NA,"zosh53@mail.ru",32.246524,48.514896,"48.514896:32.246524"
"42","Одеса","ЗНЗ","Одеська спеціалізована школа № 54 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","29",508,"0","65076, вул. Генерала Петрова, 58-А","762-74-39",NA,"shkola_54@ukr.net",30.698072,46.439247,"46.439247:30.698072"
"43","Одеса","ЗНЗ","Одеська загальноосвітня школа № 60 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","38",625,"75","65091, вул. Комітетська, 5","732-73-42",NA,"60-s@mail.ru",28.4880337,49.2114441,"49.2114441:28.4880337"
"44","Одеса","ЗНЗ","Одеська спеціалізована школа № 64 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","30",449,NA,"65059, вул. Малиновського, 23","64-96-67",NA,"Primary_school64@mail.ru",38.4383887,48.9148145,"48.9148145:38.4383887"
"45","Одеса","ЗНЗ","Одеська спеціалізована школа № 69 І-ІІІ ступенів з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","61",908,"19","65072, вул. Іцхака Рабіна, 45","49-24-86",NA,"shkool69@te.net.ua",30.698845,46.431423,"46.431423:30.698845"
"46","Одеса","ЗНЗ","Одеська загальноосвітня школа № 95 І ступеня Одеської міської ради Одеської області","загальноосвітній заклад","26",391,"18","65033, вул. Туристська, 29-а","749-50-45",NA,"shkola.95@i.ua",NA,NA,"NA:NA"
"47","Одеса","ЗНЗ","Одеська спеціалізована школа № 96 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","33",331,"43","65078, м. Одеса, вул. Гайдара, 29-А","761-22-87",NA,"Odessa.shkola96@yandex.ua",30.7044445,46.4277814,"46.4277814:30.7044445"
"48","Одеса","ЗНЗ","Одеська спеціалізована школа № 99 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","19",295,NA,"65007, вул. Старопортофранківська, 40/42","722-17-03",NA,"School99od@e-mail.com",30.7278835,46.4708875,"46.4708875:30.7278835"
"49","Одеса","ЗНЗ","Одеська загальноосвітня школа № 100 І–ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","50",670,"29","65065, вул. Варненська, 12","765-55-24",NA,"shkool_100@ukr.net",-92.6685736,38.1280947,"38.1280947:-92.6685736"
"50","Одеса","ЗНЗ","Одеська загальноосвітня школа № 103 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","39",645,"59","65028, вул. Болгарська, 31","731-80-11",NA,"na6a6kola103@ukr.net",35.3393661,46.8230593,"46.8230593:35.3393661"
"51","Одеса","ЗНЗ","Одеська загальноосвітня школа № 110 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","27",409,"71","65033, вул. Василя Стуса, 10","732-62-93",NA,"shkool_110@mail.ru",23.5197115,49.2779092,"49.2779092:23.5197115"
"52","Одеса","ЗНЗ","Одеська загальноосвітня школа № 120 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","26",441,"94","65005, вул. Дальницька, 58","731-62-85",NA,"sastava120@mail.ru",NA,NA,"NA:NA"
"53","Одеса","ЗНЗ","Одеська загальноосвітня школа № 130 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","60",1186,"42","65085, вул. Обнорського, 56","740-28-45",NA,"Slobodyanyuk_59@mail.ru",-92.0959429,38.3926951,"38.3926951:-92.0959429"
"54","Одеса","ЗНЗ","Одеський ліцей “Приморський Одеської міської ради Одеської області","спеціалізований заклад","45",407,"90","65039, проспект Гагаріна, 14","776-13-75",NA,"liceumprimorsky@te.net.ua",35.05764,48.449117,"48.449117:35.05764"
"55","Одеса","ЗНЗ","Одеський юридичний ліцей Одеської міської ради Одеської області","спеціалізований заклад","37",267,"233","65011, вул. Катерининська, 64","722-60-49",NA,"school_yur@soborka.net",-92.7182728,38.3904827,"38.3904827:-92.7182728"
"56","Одеса","ЗНЗ","Одеська Маріїнська гімназія Одеської міської ради Одеської області","спеціалізований заклад","43",553,"0","65045, вул. Л.Толстого,9","726-59-79",NA,"margodessa@gmail.cоm",34.4455921,48.5410575,"48.5410575:34.4455921"
"57","Одеса","ЗНЗ","Одеська гімназія №1 імені А.П. Бистріної Одеської міської ради Одеської області","спеціалізований заклад","74",791,"105","65045, Олександрівський проспект, 11","722-70-00",NA,"Od.gymn1@gmail.com",30.735564,46.479217,"46.479217:30.735564"
"58","Одеса","ЗНЗ","Одеський навчально-виховний комплекс «Гімназія №2 – спеціалізована школа І ступеня з поглибленим вивченням англійської мови» Одеської міської ради Одеської області","спеціалізований заклад","87",1050,"0","65056, вул. Гаванна, 5","723-03-98",NA,"gymnasium_2@mail.ru",NA,NA,"NA:NA"
"59","Одеса","ЗНЗ","Одеський навчально-виховний комплекс №90 ім. О.С.Пушкіна “Спеціалізована школа І-ІІІ ступенів - дошкільний навчальний заклад” Одеської міської ради Одеської області","спеціалізований заклад","97",902,"0","65012, вул. Велика Арнаутська, 2б","722-10-22",NA,"Sc90@list.ru",30.7517248,46.4723116,"46.4723116:30.7517248"
"60","Одеса","ЗНЗ","Одеський навчально – виховний комплекс №300 „Спеціалізована школа І ступеня - дошкільний навчальний заклад” Одеської міської ради Одеської області","спеціалізований заклад","7",108,"0","65063, вул. Маршала Говорова, 5","63-84-14",NA,"Katalpa1@rambler.ru",30.746875,46.451692,"46.451692:30.746875"
"61","Одеса","ЗНЗ","Одеська спеціалізована школа № 10 І – ІІІ ступенів імені льотчиків-космонавтів Г.Т. Добровольського та Г.С. Шоніна Одеської міської ради Одеської області","спеціалізований заклад","71",783,"117","65020, вул.10 квітня, 22","726-76-80",NA,"franod10@ukr.post.ua",30.720526,46.478007,"46.478007:30.720526"
"62","Одеса","ЗНЗ","Одеська спеціалізована школа №21 І – ІІІ ступенів спортивного напряму Одеської міської ради Одеської області","спеціалізований заклад","30",243,"262","65091, Староконний провулок,9","721-67-31",NA,"school_21@mail.ru",NA,NA,"NA:NA"
"63","Одеса","ЗНЗ","Одеська спеціалізована школа № 35 І-ІІІ ступенів з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","83",1247,"0","65039, проспект Гагаріна, 3","725-84-84",NA,"School35Odessa@gmail.com",35.064308,48.453241,"48.453241:35.064308"
"64","Одеса","ЗНЗ","Одеська спеціалізована школа № 50 І- ІІІ ступенів з поглибленим вивченням іноземних мов Одеської міської ради Одеської області","спеціалізований заклад","49",564,"0","65023, вул. Кінна, 46","723-55-76",NA,"school_50@ukr.net",36.239757,49.97536,"49.97536:36.239757"
"65","Одеса","ЗНЗ","Одеська спеціалізована школа № 59 І-ІІІ ступенів олімпійського резерву Одеської міської ради Одеської області","спеціалізований заклад","36",287,"213","65039, вул. Канатна, 89","722-18-00",NA,"school59.od@gmail.com",-92.2827384,38.6936742,"38.6936742:-92.2827384"
"66","Одеса","ЗНЗ","Одеська спеціалізована школа І-ІІІ ступенів «Освітні ресурси та технологічний тренінг» №94 з поглибленим вивченням івриту та інформатики Одеської міської ради Одеської області","спеціалізований заклад","39",418,"52","65014, вул. Маразліївська, 60","725-49-76",NA,"school@ort.odessa.net",30.749246,46.474419,"46.474419:30.749246"
"67","Одеса","ЗНЗ","Одеська спеціалізована школа № 117 І-ІІІ ступенів Одеської міської ради Одеської області","спеціалізований заклад","81",1065,"0","65026, вул. Рішельєвська, 18","725-83-52",NA,"osh117@mail.ru",30.7400252,46.4805179,"46.4805179:30.7400252"
"68","Одеса","ЗНЗ","Одеська спеціалізована школа № 119 І ступеня з поглибленим вивченням англійської мови Одеської міської ради Одеської області","спеціалізований заклад","35",592,"8","65045, вул. Жуковського, 39","726-16-35",NA,"school119@ukr.net",30.734542,46.479514,"46.479514:30.734542"
"69","Одеса","ЗНЗ","Одеська спеціалізована школа № 121 І – ІІІ степенів з поглибленим вивченням іноземних мов Одеської міської ради Одеської області","спеціалізований заклад","51",619,"0","65045, вул. Л.Толстого,1","726-59-94",NA,"school121.odessa@gmail.com",34.4455921,48.5410575,"48.5410575:34.4455921"
"70","Одеса","ЗНЗ","Одеська загальноосвітня школа № 16 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","39",439,"61","65012, вул. Пироговська, 25","722-50-83",NA,"urchenko@icn.od.ua",NA,NA,"NA:NA"
"71","Одеса","ЗНЗ","Одеська загальноосвітня школа № 26 І – ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","40",456,"0","65028, вул. Старопорто-франківська,32","726-49-81",NA,"odshkola26@gmail.com",30.72205,46.477786,"46.477786:30.72205"
"72","Одеса","ЗНЗ","Одеська загальноосвітня школа № 37 І – ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","36",498,"0","65026, вул. Софіївська, 26","723-35-06",NA,"sch-theater37@mail.ru",30.73164,46.489649,"46.489649:30.73164"
"73","Одеса","ЗНЗ","Одеська загальноосвітня школа № 38 І – ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","56",867,"0","65009, вул. Фонтанська дорога, 37","68-59-84",NA,"school38-od@ukr.net",NA,NA,"NA:NA"
"74","Одеса","ЗНЗ","Одеська загальноосвітня школа № 39 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","30",282,"200","65125, вул. Успенська, 20","722-11-01",NA,"Schkool39@ukr.net",29.5358795,47.757589,"47.757589:29.5358795"
"75","Одеса","ЗНЗ","Одеська загальноосвітня школа № 43 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","42",469,"81","65082, вул. Гоголя, 17","723-72-75",NA,"odshkola43@meta.ua",34.5291589,49.8328545,"49.8328545:34.5291589"
"76","Одеса","ЗНЗ","Одеська загальноосвітня школа № 47 І - ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","22",309,"111","65021, вул. Л.Толстого, 8","49-68-48",NA,"school-47.odessa@ukr.net",34.4455921,48.5410575,"48.5410575:34.4455921"
"77","Одеса","ЗНЗ","Одеська загальноосвітня школа № 52 І –ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","35",436,"0","65045, вул. Троїцька, 49/51","726-05-52",NA,"school52@list.ru",32.051601,46.965076,"46.965076:32.051601"
"78","Одеса","ЗНЗ","Одеська загальноосвітня школа № 56 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","69",1296,"0","65009, вул. Тіниста, 1","68-18-63",NA,"Odessa56school@mail.ru",34.259975,44.521546,"44.521546:34.259975"
"79","Одеса","ЗНЗ","Одеська загальноосвітня школа № 57 І -ІІІ ступенів імені Героя Радянського Союзу О.М.Орлікова Одеської міської ради Одеської області","загальноосвітній заклад","36",536,"64","65012, вул. Ямчитського, 7","725-34-20",NA,"ludmila86@te.net.ua",NA,NA,"NA:NA"
"80","Одеса","ЗНЗ","Одеська загальноосвітня школа № 58 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","31",400,"200","65020, вул. Тираспольська, 14","728-16-32",NA,"Odschool58@ukr.net",-92.7580701,38.0097583,"38.0097583:-92.7580701"
"81","Одеса","ЗНЗ","Одеська загальноосвітня школа № 62 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","71",1071,"129","65058, проспект Шевченка, 10","68-91-60",NA,"sjerj@i.ua",24.03083,49.837353,"49.837353:24.03083"
"82","Одеса","ЗНЗ","Одеська загальноосвітня школа № 68 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","35",578,"0","65011, вул. Успенська, 58","722-42-54",NA,"school68@inbox.ru",29.5437491,47.7586817,"47.7586817:29.5437491"
"83","Одеса","ЗНЗ","Одеська загальноосвітня школа № 77 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","31",535,"365","65036, вул. Транспортна, 12","776-18-72",NA,"Od_school77@mail.ru",29.9488505,50.0787857,"50.0787857:29.9488505"
"84","Одеса","ЗНЗ","Одеська загальноосвітня школа № 79 І -ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","31",409,"263","65007, вул. Водопровідна, 13","722-42-43",NA,"schkola.79@yandex.ru",30.732447,46.462848,"46.462848:30.732447"
"85","Одеса","ЗНЗ","Одеська загальноосвітня школа № 101 І - ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","54",712,"0","65012, вул. В. Арнаутська, 9","722-13-82",NA,"o.skola101@gmail.com",NA,NA,"NA:NA"
"86","Одеса","ЗНЗ","Одеська загальноосвітня школа № 105 І - ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","30",355,"0","65026, вул. Пастера, 17","723-24-88",NA,"oskola105@mail.ru",-92.5990835,38.3089601,"38.3089601:-92.5990835"
"87","Одеса","ЗНЗ","Одеська загальноосвітня школа № 107 І - ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","48",582,"0","65020, вул. Л.Толстого, 30","726-87-70",NA,"school-107-odessa@yandex.ru",34.4455921,48.5410575,"48.5410575:34.4455921"
"88","Одеса","ЗНЗ","Одеська загальноосвітня школа № 118 І - ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","38",475,"25","65007, вул. Преображенська, 97","722-00-60",NA,"Angelkr@ukr.net",NA,NA,"NA:NA"
"89","Одеса","ЗНЗ","Одеська загальноосвітня школа № 122 І - ІІІ ступенів Одеської міської ради Одеської області .","загальноосвітній заклад","46",817,"0","65021, вул. Старопорто-франківська, 45","723-55-72",NA,"od_school_122@ukr.net",30.720336,46.486111,"46.486111:30.720336"
"90","Одеса","ЗНЗ","Одеська вечірня (змінна) загальноосвітня школа № 19 ІІ – ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","37",139,"0","65125 вул. Троїцька, 28","722-87-71",NA,"school_19@soborka.net",32.048927,46.962295,"46.962295:32.048927"
"91","Одеса","ЗНЗ","Одеська вечірня (змінна) загальноосвітня школа № 25 ІІ – ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","26",480,"0","65021, вул. Старопорто-франківська, 45","723-35-20",NA,"school_25@email.ua",30.720336,46.486111,"46.486111:30.720336"
"92","Одеса","ЗНЗ","Одеський навчально-виховний комплекс № 111 «Спеціалізована школа І-ІІІ ступенів-дошкільний навчальний заклад» Одеської міської ради Одеської області","спеціалізований заклад","95",1250,"0","65006, пл. Молоді, 17","720-07-20",NA,"nvk1_odessa@ukr.net",30.70526,46.490576,"46.490576:30.70526"
"93","Одеса","ЗНЗ","Одеська загальноосвітня школа № 5 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","54",859,"0","65110, вул. Балківська, 42/1","721-67-83",NA,"school-5@ukr.net",30.7165221,46.4947059,"46.4947059:30.7165221"
"94","Одеса","ЗНЗ","Одеський навчально-виховний комплекс ""Гімназія № 7-спеціалізована школа І ступеня з поглибленим вивченням англійської мови"" Одеської міської ради Одеської області","спеціалізований заклад","97",1434,"0","65086, вул. Ростовська, 4а","52-69-67",NA,"g7svmelnyk@ukr.net",NA,NA,"NA:NA"
"95","Одеса","ЗНЗ","Одеська загальноосвітня школа № 11 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","36",596,"0","65031, вул. Академіка Воробйова, 6","721-67-18",NA,"od_zosh11@meta.ua",30.695198,46.487909,"46.487909:30.695198"
"96","Одеса","ЗНЗ","Одеська загальноосвітня школа № 12 І-ІІІ ступенів Одеської міської ради Одеської області","загальноосвітній заклад","43",747,"0","65069, вул. Марсельська, 6","755-16-91",NA,"odessa_school_12@ukr.net",-91.6178011,38.7466095,"38.7466095:-91.6178011"
